"set" "map" "mkr" "phys" "gen" "vld" "loess" "sc" "chr_length" "chr_start" "genome_pos" "rel_pos" "pos_group" "chr_type" "phys_assembly" "chr_length_assembly" "gen_assembly" "chr_nr" "pop" "chrom" "gen_dist" "phys_dist" "rrate" "weight" "w_mean_rrate" "anc_chr_unit" "type" "EBR_length" "rr_mean_anc"
"1" "cat" 1 1 857604 0 TRUE NA "HiC_scaffold_1" 34043171 0 857604 2.51916603185996 5 "Z" 857604 34043171 0 1 "LSSPA" "HiC_scaffold_1" NA NA NA NA 2.86065026812091 1 "Z" 34043171 2.86065026812091
"2" "cat" 1 7 1432002 0 TRUE 1.05 "HiC_scaffold_1" 34043171 0 1432002 4.20642953619097 5 "Z" 1432002 34043171 0 1 "LSSPA" "HiC_scaffold_1" 0 574398 0 0.0168726350433102 2.86065026812091 1 "Z" 34043171 2.86065026812091
"3" "cat" 1 8 1490133 0 TRUE 1.32 "HiC_scaffold_1" 34043171 0 1490133 4.37718624977679 5 "Z" 1490133 34043171 0 1 "LSSPA" "HiC_scaffold_1" 0 58131 0 0.00170756713585817 2.86065026812091 1 "Z" 34043171 2.86065026812091
"4" "cat" 1 9 1669646 0 TRUE 2.1 "HiC_scaffold_1" 34043171 0 1669646 4.9044961175914 5 "Z" 1669646 34043171 0 1 "LSSPA" "HiC_scaffold_1" 0 179513 0 0.00527309867814605 2.86065026812091 1 "Z" 34043171 2.86065026812091
"5" "cat" 1 12 1725894 0 TRUE 1.74 "HiC_scaffold_1" 34043171 0 1725894 5.06972161905834 5 "Z" 1725894 34043171 0 1 "LSSPA" "HiC_scaffold_1" 0 56248 0 0.00165225501466946 2.86065026812091 1 "Z" 34043171 2.86065026812091
"6" "cat" 1 17 1769831 1.136 TRUE 1.71 "HiC_scaffold_1" 34043171 0 1769831 5.19878421431423 5 "Z" 1769831 34043171 1.136 1 "LSSPA" "HiC_scaffold_1" 1.136 43937 25.8552017661652 0.00129062595255888 2.86065026812091 1 "Z" 34043171 2.86065026812091
"7" "cat" 1 19 2452286 1.701 TRUE 0.74 "HiC_scaffold_1" 34043171 0 2452286 7.20345939571845 5 "Z" 2452286 34043171 1.701 1 "LSSPA" "HiC_scaffold_1" 0.565 682455 0.827893414217788 0.0200467518140422 2.86065026812091 1 "Z" 34043171 2.86065026812091
"8" "cat" 1 20 2521318 1.701 TRUE 0.58 "HiC_scaffold_1" 34043171 0 2521318 7.40623721568123 5 "Z" 2521318 34043171 1.701 1 "LSSPA" "HiC_scaffold_1" 0 69032 0 0.00202777819962776 2.86065026812091 1 "Z" 34043171 2.86065026812091
"9" "cat" 1 21 2669949 1.701 TRUE 0.26 "HiC_scaffold_1" 34043171 0 2669949 7.842832854789 5 "Z" 2669949 34043171 1.701 1 "LSSPA" "HiC_scaffold_1" 0 148631 0 0.00436595639107767 2.86065026812091 1 "Z" 34043171 2.86065026812091
"10" "cat" 1 23 3079565 1.701 TRUE 3.55 "HiC_scaffold_1" 34043171 0 3079565 9.04605801850832 5 "Z" 3079565 34043171 1.701 1 "LSSPA" "HiC_scaffold_1" 0 409616 0 0.0120322516371933 2.86065026812091 1 "Z" 34043171 2.86065026812091
"11" "cat" 1 28 3580850 2.266 TRUE 5.28 "HiC_scaffold_1" 34043171 0 3580850 10.5185559829312 4 "Z" 3580850 34043171 2.266 1 "LSSPA" "HiC_scaffold_1" 0.565 501285 1.12710334440488 0.0147249796442288 2.86065026812091 1 "Z" 34043171 2.86065026812091
"12" "cat" 1 33 3702161 8.863 TRUE 5.87 "HiC_scaffold_1" 34043171 0 3702161 10.8749005784449 4 "Z" 3702161 34043171 8.863 1 "LSSPA" "HiC_scaffold_1" 6.597 121311 54.3808887899696 0.00356344595513738 2.86065026812091 1 "Z" 34043171 2.86065026812091
"13" "cat" 1 49 4529913 10.577 TRUE 8.46 "HiC_scaffold_1" 34043171 0 4529913 13.3063779516896 4 "Z" 4529913 34043171 10.577 1 "LSSPA" "HiC_scaffold_1" 1.714 827752 2.07066850940862 0.024314773732447 2.86065026812091 1 "Z" 34043171 2.86065026812091
"14" "cat" 1 61 4924269 13.441 TRUE 6.71 "HiC_scaffold_1" 34043171 0 4924269 14.4647776789066 4 "Z" 4924269 34043171 13.441 1 "LSSPA" "HiC_scaffold_1" 2.864 394356 7.26247350110053 0.0115839972721695 2.86065026812091 1 "Z" 34043171 2.86065026812091
"15" "cat" 1 63 5083729 14.006 TRUE 6.09 "HiC_scaffold_1" 34043171 0 5083729 14.9331829282296 4 "Z" 5083729 34043171 14.006 1 "LSSPA" "HiC_scaffold_1" 0.565 159460 3.54320832810736 0.00468405249322985 2.86065026812091 1 "Z" 34043171 2.86065026812091
"16" "cat" 1 64 5091847 17.496 TRUE 6.08 "HiC_scaffold_1" 34043171 0 5091847 14.9570291204659 4 "Z" 5091847 34043171 17.496 1 "LSSPA" "HiC_scaffold_1" 3.49 8118 429.908844542991 0.000238461922363225 2.86065026812091 1 "Z" 34043171 2.86065026812091
"17" "cat" 1 77 5152273 19.211 TRUE 6.04 "HiC_scaffold_1" 34043171 0 5152273 15.1345272742072 4 "Z" 5152273 34043171 19.211 1 "LSSPA" "HiC_scaffold_1" 1.715 60426 28.3818223943336 0.00177498153741319 2.86065026812091 1 "Z" 34043171 2.86065026812091
"18" "cat" 1 83 6323204 20.925 TRUE 1.61 "HiC_scaffold_1" 34043171 0 6323204 18.5740746653712 4 "Z" 6323204 34043171 20.925 1 "LSSPA" "HiC_scaffold_1" 1.714 1170931 1.46379248649152 0.03439547391164 2.86065026812091 1 "Z" 34043171 2.86065026812091
"19" "cat" 1 94 7058547 20.925 TRUE 2.58 "HiC_scaffold_1" 34043171 0 7058547 20.7341055273611 3 "Z" 7058547 34043171 20.925 1 "LSSPA" "HiC_scaffold_1" 0 735343 0 0.0216003086198991 2.86065026812091 1 "Z" 34043171 2.86065026812091
"20" "cat" 1 102 7306269 22.062 TRUE 4.33 "HiC_scaffold_1" 34043171 0 7306269 21.4617756965119 3 "Z" 7306269 34043171 22.062 1 "LSSPA" "HiC_scaffold_1" 1.137 247722 4.58982246227626 0.00727670169150811 2.86065026812091 1 "Z" 34043171 2.86065026812091
"21" "cat" 1 103 7452283 23.198 TRUE 4.67 "HiC_scaffold_1" 34043171 0 7452283 21.8906840376297 3 "Z" 7452283 34043171 23.198 1 "LSSPA" "HiC_scaffold_1" 1.136 146014 7.78007588313449 0.00428908341117812 2.86065026812091 1 "Z" 34043171 2.86065026812091
"22" "cat" 1 104 7536599 23.198 TRUE 4.61 "HiC_scaffold_1" 34043171 0 7536599 22.1383577928155 3 "Z" 7536599 34043171 23.198 1 "LSSPA" "HiC_scaffold_1" 0 84316 0 0.00247673755185732 2.86065026812091 1 "Z" 34043171 2.86065026812091
"23" "cat" 1 107 7708666 23.198 TRUE 4.7 "HiC_scaffold_1" 34043171 0 7708666 22.64379543257 3 "Z" 7708666 34043171 23.198 1 "LSSPA" "HiC_scaffold_1" 0 172067 0 0.00505437639754534 2.86065026812091 1 "Z" 34043171 2.86065026812091
"24" "cat" 1 110 7765061 24.912 TRUE 4.35 "HiC_scaffold_1" 34043171 0 7765061 22.8094527387005 3 "Z" 7765061 34043171 24.912 1 "LSSPA" "HiC_scaffold_1" 1.714 56395 30.3927653160741 0.00165657306130501 2.86065026812091 1 "Z" 34043171 2.86065026812091
"25" "cat" 1 117 8359924 26.627 TRUE 5.23 "HiC_scaffold_1" 34043171 0 8359924 24.5568310895598 3 "Z" 8359924 34043171 26.627 1 "LSSPA" "HiC_scaffold_1" 1.715 594863 2.88301676184264 0.0174737835085927 2.86065026812091 1 "Z" 34043171 2.86065026812091
"26" "cat" 1 121 8382936 26.627 TRUE 5.33 "HiC_scaffold_1" 34043171 0 8382936 24.6244276128096 3 "Z" 8382936 34043171 26.627 1 "LSSPA" "HiC_scaffold_1" 0 23012 0 0.000675965232498465 2.86065026812091 1 "Z" 34043171 2.86065026812091
"27" "cat" 1 124 8411785 27.763 TRUE 5.79 "HiC_scaffold_1" 34043171 0 8411785 24.709170012394 3 "Z" 8411785 34043171 27.763 1 "LSSPA" "HiC_scaffold_1" 1.136 28849 39.3774480917884 0.000847423995843395 2.86065026812091 1 "Z" 34043171 2.86065026812091
"28" "cat" 1 125 8492177 27.763 TRUE 6.39 "HiC_scaffold_1" 34043171 0 8492177 24.9453172267648 3 "Z" 8492177 34043171 27.763 1 "LSSPA" "HiC_scaffold_1" 0 80392 0 0.00236147214370835 2.86065026812091 1 "Z" 34043171 2.86065026812091
