pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
swe	HiC_scaffold_27	15034	65033	0.0011430806022229	841	152	132974	950208
swe	HiC_scaffold_27	65034	115033	0.0028199343724364	112	55	19504	960676
swe	HiC_scaffold_27	115034	165033	NA	0	0	0	959080
swe	HiC_scaffold_27	165034	215033	NA	0	0	0	970480
swe	HiC_scaffold_27	215034	265033	0.0023328894806924	1020	438	187750	950772
swe	HiC_scaffold_27	265034	315033	0.0036135456339191	507	315	87172	961748
swe	HiC_scaffold_27	315034	365033	0.0025196373827348	937	383	152006	944776
swe	HiC_scaffold_27	365034	415033	0.0020183110539093	383	138	68374	961320
swe	HiC_scaffold_27	415034	465033	0.0075949224132089	1097	1345	177092	946040
swe	HiC_scaffold_27	465034	515033	0.0062918686849994	166	170	27019	955870
swe	HiC_scaffold_27	515034	565033	0.0044765342960288	233	186	41550	966472
swe	HiC_scaffold_27	565034	615033	NA	0	0	0	947560
swe	HiC_scaffold_27	615034	665033	NA	0	0	0	960860
swe	HiC_scaffold_27	665034	715033	NA	0	0	0	967820
swe	HiC_scaffold_27	715034	765033	NA	0	0	0	954760
swe	HiC_scaffold_27	765034	815033	0.0094519597641345	252	436	46128	940096
swe	HiC_scaffold_27	815034	865033	0.0	99	0	18033	934722
swe	HiC_scaffold_27	865034	915033	0.004125020990151	746	565	136969	928242
swe	HiC_scaffold_27	915034	965033	0.0035671228109424	710	287	80457	946382
swe	HiC_scaffold_27	965034	1015033	0.0031503029653064	407	235	74596	946928
swe	HiC_scaffold_27	1015034	1065033	0.006490774147918	620	725	111697	919934
swe	HiC_scaffold_27	1065034	1115033	NA	0	0	0	932760
swe	HiC_scaffold_27	1115034	1165033	NA	0	0	0	944820
swe	HiC_scaffold_27	1165034	1215033	NA	0	0	0	969500
swe	HiC_scaffold_27	1215034	1265033	NA	0	0	0	952100
swe	HiC_scaffold_27	1265034	1315033	NA	0	0	0	960640
swe	HiC_scaffold_27	1315034	1365033	0.005219707285324	1312	1219	233538	921096
swe	HiC_scaffold_27	1365034	1415033	0.0048709166030079	673	593	121743	926886
swe	HiC_scaffold_27	1415034	1465033	0.0069539553635153	574	721	103682	920652
swe	HiC_scaffold_27	1465034	1515033	0.0	18	0	18	932564
swe	HiC_scaffold_27	1515034	1565033	NA	0	0	0	920420
swe	HiC_scaffold_27	1565034	1615033	0.0032970553884634	541	319	96753	949130
swe	HiC_scaffold_27	1615034	1665033	0.0043699927166788	216	168	38444	939684
swe	HiC_scaffold_27	1665034	1715033	0.0154992745020445	393	470	30324	937164
swe	HiC_scaffold_27	1715034	1765033	0.0167135692896056	612	1853	110868	907896
swe	HiC_scaffold_27	1765034	1815033	NA	0	0	0	958740
swe	HiC_scaffold_27	1815034	1865033	0.0118783132795143	260	540	45461	916658
swe	HiC_scaffold_27	1865034	1915033	NA	0	0	0	929280
swe	HiC_scaffold_27	1915034	1965033	0.0115527332542748	142	302	26141	938406
swe	HiC_scaffold_27	1965034	2015033	0.0050640033760022	38	36	7109	926526
swe	HiC_scaffold_27	2015034	2065033	0.0148940511236118	776	2044	137236	899216
swe	HiC_scaffold_27	2065034	2115033	NA	0	0	0	932440
swe	HiC_scaffold_27	2115034	2165033	0.0023933354811985	481	208	86908	907644
swe	HiC_scaffold_27	2165034	2215033	NA	0	0	0	933280
swe	HiC_scaffold_27	2215034	2265033	NA	0	0	0	939680
swe	HiC_scaffold_27	2265034	2315033	NA	0	0	0	918640
swe	HiC_scaffold_27	2315034	2365033	NA	0	0	0	930180
swe	HiC_scaffold_27	2365034	2415033	NA	0	0	0	958960
swe	HiC_scaffold_27	2415034	2465033	NA	0	0	0	923220
swe	HiC_scaffold_27	2465034	2515033	NA	0	0	0	929520
swe	HiC_scaffold_27	2515034	2565033	NA	0	0	0	919460
swe	HiC_scaffold_27	2565034	2615033	NA	0	0	0	919960
swe	HiC_scaffold_27	2615034	2665033	0.0051097990328369	1364	1119	218991	903702
swe	HiC_scaffold_27	2665034	2715033	0.0033463469046291	65	36	10758	902268
swe	HiC_scaffold_27	2715034	2765033	0.0086573188867643	632	978	112968	915780
swe	HiC_scaffold_27	2765034	2815033	0.0090095188509467	480	796	88351	916374
swe	HiC_scaffold_27	2815034	2865033	0.0108533125214258	1529	2976	274202	904056
swe	HiC_scaffold_27	2865034	2915033	0.0066714631434364	83	102	15289	939066
swe	HiC_scaffold_27	2915034	2965033	0.0090805702762275	931	1549	170584	896328
swe	HiC_scaffold_27	2965034	3015033	NA	0	0	0	912360
swe	HiC_scaffold_27	3015034	3065033	0.0120083689364769	647	1366	113754	905748
swe	HiC_scaffold_27	3065034	3115033	0.0057439149588699	416	442	76951	925414
swe	HiC_scaffold_27	3115034	3165033	0.0089557981133688	1680	2514	280712	901128
swe	HiC_scaffold_27	3165034	3215033	0.0028211205956345	387	194	68767	905322
swe	HiC_scaffold_27	3215034	3265033	0.0077742678160304	544	726	93385	896570
swe	HiC_scaffold_27	3265034	3315033	0.0114877892030848	96	143	12448	923300
swe	HiC_scaffold_27	3315034	3365033	0.0014082647537737	257	64	45446	900384
swe	HiC_scaffold_27	3365034	3415033	NA	0	0	0	909140
swe	HiC_scaffold_27	3415034	3465033	NA	0	0	0	956600
swe	HiC_scaffold_27	3465034	3515033	NA	0	0	0	930300
swe	HiC_scaffold_27	3515034	3565033	NA	0	0	0	927440
swe	HiC_scaffold_27	3565034	3615033	NA	0	0	0	918820
swe	HiC_scaffold_27	3615034	3665033	NA	0	0	0	924220
swe	HiC_scaffold_27	3665034	3715033	NA	0	0	0	921860
swe	HiC_scaffold_27	3715034	3765033	NA	0	0	0	934200
swe	HiC_scaffold_27	3765034	3815033	NA	0	0	0	935100
swe	HiC_scaffold_27	3815034	3865033	0.0177033492822966	44	148	8360	947660
swe	HiC_scaffold_27	3865034	3915033	NA	0	0	0	918520
swe	HiC_scaffold_27	3915034	3965033	NA	0	0	0	915520
swe	HiC_scaffold_27	3965034	4015033	NA	0	0	0	909140
swe	HiC_scaffold_27	4015034	4065033	0.0066305151589844	884	1076	162280	918192
swe	HiC_scaffold_27	4065034	4115033	0.0030159668835008	89	51	16910	920160
swe	HiC_scaffold_27	4115034	4165033	0.0104540426005162	947	1786	170843	886290
swe	HiC_scaffold_27	4165034	4215033	0.0080322619957678	493	725	90261	908846
swe	HiC_scaffold_27	4215034	4265033	0.0081884099561881	849	1284	156807	931486
swe	HiC_scaffold_27	4265034	4315033	0.0061686407880849	239	263	42635	920030
swe	HiC_scaffold_27	4315034	4365033	0.0122848992362197	372	801	65202	913600
swe	HiC_scaffold_27	4365034	4415033	0.0120902165539673	1115	2260	186928	909276
swe	HiC_scaffold_27	4415034	4465033	0.0082314553891137	512	777	94394	922296
swe	HiC_scaffold_27	4465034	4515033	0.0061730676819576	664	668	108212	920584
swe	HiC_scaffold_27	4515034	4565033	0.0042504904412047	288	221	51994	924268
swe	HiC_scaffold_27	4565034	4615033	NA	0	0	0	925220
swe	HiC_scaffold_27	4615034	4665033	NA	0	0	0	915240
swe	HiC_scaffold_27	4665034	4715033	NA	0	0	0	939040
swe	HiC_scaffold_27	4715034	4765033	NA	0	0	0	914720
swe	HiC_scaffold_27	4765034	4815033	NA	0	0	0	951200
swe	HiC_scaffold_27	4815034	4865033	0.0086320585061743	92	144	16682	918704
swe	HiC_scaffold_27	4865034	4915033	NA	0	0	0	922360
swe	HiC_scaffold_27	4915034	4965033	0.0088486161344602	564	915	103406	915184
swe	HiC_scaffold_27	4965034	5015033	NA	0	0	0	920400
swe	HiC_scaffold_27	5015034	5065033	NA	0	0	0	921160
swe	HiC_scaffold_27	5065034	5115033	0.0016174342385289	129	38	23494	925356
swe	HiC_scaffold_27	5115034	5165033	0.0173092791238466	585	1846	106648	925384
swe	HiC_scaffold_27	5165034	5215033	NA	0	0	0	934700
swe	HiC_scaffold_27	5215034	5265033	NA	0	0	0	919800
swe	HiC_scaffold_27	5265034	5315033	NA	0	0	0	922040
swe	HiC_scaffold_27	5315034	5365033	NA	0	0	0	932800
swe	HiC_scaffold_27	5365034	5415033	0.0	128	0	1769	934406
swe	HiC_scaffold_27	5415034	5465033	0.0	9	0	1636	947004
swe	HiC_scaffold_27	5465034	5515033	NA	0	0	0	931760
swe	HiC_scaffold_27	5515034	5565033	0.0074319734686538	275	372	50054	913360
swe	HiC_scaffold_27	5565034	5615033	0.0066858637010558	189	202	30213	911830
swe	HiC_scaffold_27	5615034	5665033	NA	0	0	0	920520
