pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
cat	HiC_scaffold_8	22640	72639	0.0060890596101863	827	642	105435	910026
cat	HiC_scaffold_8	72640	122639	NA	0	0	0	920540
cat	HiC_scaffold_8	122640	172639	0.0017598310562186	938	220	125012	934644
cat	HiC_scaffold_8	172640	222639	0.0003517220854414	310	13	36961	957278
cat	HiC_scaffold_8	222640	272639	0.0023848884793625	487	176	73798	936148
cat	HiC_scaffold_8	272640	322639	NA	0	0	0	933740
cat	HiC_scaffold_8	322640	372639	0.0003465761920396	405	19	54822	922724
cat	HiC_scaffold_8	372640	422639	0.0006689307399403	134	13	19434	930848
cat	HiC_scaffold_8	422640	472639	0.0	19	0	2328	926516
cat	HiC_scaffold_8	472640	522639	0.0074626865671641	200	214	28676	918636
cat	HiC_scaffold_8	522640	572639	0.0082021306684265	102	87	10607	933342
cat	HiC_scaffold_8	572640	622639	NA	0	0	0	926720
cat	HiC_scaffold_8	622640	672639	0.0032115188505502	502	211	65701	916274
cat	HiC_scaffold_8	672640	722639	0.0011220196353436	220	16	14260	928484
cat	HiC_scaffold_8	722640	772639	NA	0	0	0	937980
cat	HiC_scaffold_8	772640	822639	NA	0	0	0	940380
cat	HiC_scaffold_8	822640	872639	NA	0	0	0	932660
cat	HiC_scaffold_8	872640	922639	NA	0	0	0	935460
cat	HiC_scaffold_8	922640	972639	0.000333039474973	347	17	51045	937950
cat	HiC_scaffold_8	972640	1022639	0.004662910433262	329	120	25735	923250
cat	HiC_scaffold_8	1022640	1072639	NA	0	0	0	933300
cat	HiC_scaffold_8	1072640	1122639	0.0041376306620209	342	171	41328	931384
cat	HiC_scaffold_8	1122640	1172639	0.0017266463761329	1662	413	239192	915532
cat	HiC_scaffold_8	1172640	1222639	0.0026032837700392	599	215	82588	907684
cat	HiC_scaffold_8	1222640	1272639	NA	0	0	0	931380
cat	HiC_scaffold_8	1272640	1322639	NA	0	0	0	903780
cat	HiC_scaffold_8	1322640	1372639	0.0026399986013252	469	151	57197	924650
cat	HiC_scaffold_8	1372640	1422639	0.003492545222439	282	145	41517	925806
cat	HiC_scaffold_8	1422640	1472639	NA	0	0	0	941200
cat	HiC_scaffold_8	1472640	1522639	NA	0	0	0	928220
cat	HiC_scaffold_8	1522640	1572639	0.0018404343425048	114	20	10867	912622
cat	HiC_scaffold_8	1572640	1622639	0.0038997068676716	613	298	76416	899068
cat	HiC_scaffold_8	1622640	1672639	NA	0	0	0	913760
cat	HiC_scaffold_8	1672640	1722639	NA	0	0	0	930080
cat	HiC_scaffold_8	1722640	1772639	NA	0	0	0	916560
cat	HiC_scaffold_8	1772640	1822639	NA	0	0	0	949000
cat	HiC_scaffold_8	1822640	1872639	NA	0	0	0	919140
cat	HiC_scaffold_8	1872640	1922639	NA	0	0	0	912540
cat	HiC_scaffold_8	1922640	1972639	0.0003241491085899	508	19	58615	910514
cat	HiC_scaffold_8	1972640	2022639	NA	0	0	0	923440
cat	HiC_scaffold_8	2022640	2072639	NA	0	0	0	927200
cat	HiC_scaffold_8	2072640	2122639	NA	0	0	0	926880
cat	HiC_scaffold_8	2122640	2172639	NA	0	0	0	923800
cat	HiC_scaffold_8	2172640	2222639	NA	0	0	0	916500
cat	HiC_scaffold_8	2222640	2272639	NA	0	0	0	930980
cat	HiC_scaffold_8	2272640	2322639	NA	0	0	0	961600
cat	HiC_scaffold_8	2322640	2372639	NA	0	0	0	908420
cat	HiC_scaffold_8	2372640	2422639	0.0038541945859019	1381	719	186550	899224
cat	HiC_scaffold_8	2422640	2472639	NA	0	0	0	923380
cat	HiC_scaffold_8	2472640	2522639	NA	0	0	0	927260
cat	HiC_scaffold_8	2522640	2572639	0.0011923392205082	222	32	26838	914512
cat	HiC_scaffold_8	2572640	2622639	NA	0	0	0	921260
cat	HiC_scaffold_8	2622640	2672639	NA	0	0	0	925140
cat	HiC_scaffold_8	2672640	2722639	NA	0	0	0	934040
cat	HiC_scaffold_8	2722640	2772639	NA	0	0	0	920320
cat	HiC_scaffold_8	2772640	2822639	NA	0	0	0	922180
cat	HiC_scaffold_8	2822640	2872639	0.0149091698632119	104	206	13817	896902
cat	HiC_scaffold_8	2872640	2922639	0.0002912119513384	1745	80	274714	893536
