pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
cat	HiC_scaffold_31	7363	57362	0.0036408650695405	256	50	13733	956454
cat	HiC_scaffold_31	57363	107362	0.0336826347305389	10	45	1336	921292
cat	HiC_scaffold_31	107363	157362	0.0188315444437303	154	293	15559	941294
cat	HiC_scaffold_31	157363	207362	NA	0	0	0	957040
cat	HiC_scaffold_31	207363	257362	0.0	34	0	3291	954954
cat	HiC_scaffold_31	257363	307362	0.0052487679740768	475	311	59252	951380
cat	HiC_scaffold_31	307363	357362	NA	0	0	0	976600
cat	HiC_scaffold_31	357363	407362	0.0046702249332825	61	49	10492	983480
cat	HiC_scaffold_31	407363	457362	0.0	237	0	34680	952616
cat	HiC_scaffold_31	457363	507362	0.0044020542920029	534	306	69513	952154
cat	HiC_scaffold_31	507363	557362	0.0024078803356439	111	33	13705	953902
cat	HiC_scaffold_31	557363	607362	0.0031781502172563	646	256	80550	959048
cat	HiC_scaffold_31	607363	657362	0.0035111898667716	237	107	30474	943624
cat	HiC_scaffold_31	657363	707362	0.0028437366699843	58	20	7033	954886
cat	HiC_scaffold_31	707363	757362	0.003062787136294	260	98	31997	957734
cat	HiC_scaffold_31	757363	807362	0.0032893240969516	595	217	65971	949370
cat	HiC_scaffold_31	807363	857362	0.0035922672812973	375	173	48159	927834
cat	HiC_scaffold_31	857363	907362	0.0141626180218168	144	309	21818	935924
cat	HiC_scaffold_31	907363	957362	0.0014119045849743	92	19	13457	959678
cat	HiC_scaffold_31	957363	1007362	0.0067205462874924	296	311	46276	944060
cat	HiC_scaffold_31	1007363	1057362	0.0064769835762202	574	532	82137	921898
cat	HiC_scaffold_31	1057363	1107362	NA	0	0	0	940500
cat	HiC_scaffold_31	1107363	1157362	0.0022254221756774	66	17	7639	942530
cat	HiC_scaffold_31	1157363	1207362	NA	0	0	0	916640
cat	HiC_scaffold_31	1207363	1257362	0.005017131669114	438	328	65376	936412
cat	HiC_scaffold_31	1257363	1307362	0.0027798658289247	481	196	70507	936034
cat	HiC_scaffold_31	1307363	1357362	0.0	498	0	48056	931436
cat	HiC_scaffold_31	1357363	1407362	0.0081901777002454	250	277	33821	912314
cat	HiC_scaffold_31	1407363	1457362	0.0091274137623857	463	666	72967	917946
cat	HiC_scaffold_31	1457363	1507362	0.0078166909341712	106	102	13049	922994
cat	HiC_scaffold_31	1507363	1557362	0.0162520064205457	125	243	14952	920560
cat	HiC_scaffold_31	1557363	1607362	NA	0	0	0	911340
cat	HiC_scaffold_31	1607363	1657362	0.0094202898550724	66	91	9660	920816
cat	HiC_scaffold_31	1657363	1707362	0.0071513411857864	377	289	40412	921036
cat	HiC_scaffold_31	1707363	1757362	0.0058555290703699	470	339	57894	911668
cat	HiC_scaffold_31	1757363	1807362	0.021174805378627	269	748	35325	943930
cat	HiC_scaffold_31	1807363	1857362	0.0082620299866551	961	842	101912	912148
cat	HiC_scaffold_31	1857363	1907362	0.0048419221171676	634	423	87362	895444
cat	HiC_scaffold_31	1907363	1957362	0.0070114190122918	488	482	68745	894250
cat	HiC_scaffold_31	1957363	2007362	0.0050014003921097	183	125	24993	913870
cat	HiC_scaffold_31	2007363	2057362	0.005053431183211	464	314	62136	903564
cat	HiC_scaffold_31	2057363	2107362	0.0075588178106163	642	622	82288	927932
cat	HiC_scaffold_31	2107363	2157362	0.0081756147804815	203	254	31068	900308
cat	HiC_scaffold_31	2157363	2207362	0.0069378673762383	887	923	133038	900500
cat	HiC_scaffold_31	2207363	2257362	0.0046248203435174	645	325	70273	912490
cat	HiC_scaffold_31	2257363	2307362	0.0076010945576162	235	225	29601	916866
cat	HiC_scaffold_31	2307363	2357362	NA	0	0	0	915360
cat	HiC_scaffold_31	2357363	2407362	0.008254449072321	278	327	39615	917358
cat	HiC_scaffold_31	2407363	2457362	NA	0	0	0	920680
cat	HiC_scaffold_31	2457363	2507362	NA	0	0	0	938380
cat	HiC_scaffold_31	2507363	2557362	0.0058631722364251	558	383	65323	922658
cat	HiC_scaffold_31	2557363	2607362	0.0055260892505067	557	398	72022	912816
cat	HiC_scaffold_31	2607363	2657362	0.0062443038774239	766	692	110821	906170
cat	HiC_scaffold_31	2657363	2707362	0.0036159951356804	1510	785	217091	939546
cat	HiC_scaffold_31	2707363	2757362	0.0038791909116098	65	28	7218	927692
cat	HiC_scaffold_31	2757363	2807362	0.0057065217391304	367	168	29440	947584
cat	HiC_scaffold_31	2807363	2857362	0.0075437537718768	341	75	9942	928376
cat	HiC_scaffold_31	2857363	2907362	0.0102411748366605	773	848	82803	928082
cat	HiC_scaffold_31	2907363	2957362	0.0070596214316542	472	458	64876	935728
cat	HiC_scaffold_31	2957363	3007362	NA	0	0	0	974480
cat	HiC_scaffold_31	3007363	3057362	0.0040052945524556	420	233	58173	929302
cat	HiC_scaffold_31	3057363	3107362	0.0061500251323142	252	208	33821	912662
cat	HiC_scaffold_31	3107363	3157362	0.0064284914324112	642	574	89290	906328
cat	HiC_scaffold_31	3157363	3207362	0.010204081632653	220	64	6272	910788
cat	HiC_scaffold_31	3207363	3257362	0.0104429846723934	88	124	11874	933764
