pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
cat	HiC_scaffold_34	12421	62420	0.002093977720077	1104	150	71634	946552
cat	HiC_scaffold_34	62421	112420	NA	0	0	0	964200
cat	HiC_scaffold_34	112421	162420	0.0022752325940297	825	258	113395	936890
cat	HiC_scaffold_34	162421	212420	0.0094401205121767	225	188	19915	947714
cat	HiC_scaffold_34	212421	262420	0.0006926900823078	181	17	24542	967712
cat	HiC_scaffold_34	262421	312420	NA	0	0	0	967320
cat	HiC_scaffold_34	312421	362420	NA	0	0	0	964620
cat	HiC_scaffold_34	362421	412420	0.0022662889518413	366	116	51185	964266
cat	HiC_scaffold_34	412421	462420	0.0	200	0	4228	956008
cat	HiC_scaffold_34	462421	512420	NA	0	0	0	942480
cat	HiC_scaffold_34	512421	562420	0.0036762453281048	705	360	97926	934612
cat	HiC_scaffold_34	562421	612420	0.0028319742703041	522	199	70269	930462
cat	HiC_scaffold_34	612421	662420	0.0055495606597811	1162	864	155688	933544
cat	HiC_scaffold_34	662421	712420	NA	0	0	0	939400
cat	HiC_scaffold_34	712421	762420	0.0008780597906419	2515	319	363301	901290
cat	HiC_scaffold_34	762421	812420	0.003138450502152	130	35	11152	954128
cat	HiC_scaffold_34	812421	862420	0.0020521628569675	1276	368	179323	929150
cat	HiC_scaffold_34	862421	912420	0.0040863499401494	169	99	24227	931826
cat	HiC_scaffold_34	912421	962420	0.0021092808356769	1192	357	169252	901104
cat	HiC_scaffold_34	962421	1012420	0.0	122	0	20055	927278
cat	HiC_scaffold_34	1012421	1062420	0.0020815860854848	1887	551	264702	925300
cat	HiC_scaffold_34	1062421	1112420	0.0014714230229153	2978	591	401652	889544
cat	HiC_scaffold_34	1112421	1162420	NA	0	0	0	926560
cat	HiC_scaffold_34	1162421	1212420	0.000942618944546	894	135	143218	915924
cat	HiC_scaffold_34	1212421	1262420	0.0005700789966609	2114	182	319254	897292
cat	HiC_scaffold_34	1262421	1312420	0.0026004420751527	1307	400	153820	891964
cat	HiC_scaffold_34	1312421	1362420	0.0004183089164869	745	45	107576	930336
cat	HiC_scaffold_34	1362421	1412420	0.0013276191363488	1184	228	171736	919664
cat	HiC_scaffold_34	1412421	1462420	0.0007332386233444	680	64	87284	902752
cat	HiC_scaffold_34	1462421	1512420	NA	0	0	0	961860
cat	HiC_scaffold_34	1512421	1562420	0.0025735178733954	881	328	127452	918780
cat	HiC_scaffold_34	1562421	1612420	0.0061344306627877	1480	1048	170839	915998
cat	HiC_scaffold_34	1612421	1662420	0.0016076489127843	2568	607	377570	903400
cat	HiC_scaffold_34	1662421	1712420	0.0022887958168526	2039	629	274817	931782
cat	HiC_scaffold_34	1712421	1762420	NA	0	0	0	946520
cat	HiC_scaffold_34	1762421	1812420	0.0024388210280568	370	117	47974	928320
cat	HiC_scaffold_34	1812421	1862420	NA	0	0	0	911120
cat	HiC_scaffold_34	1862421	1912420	NA	0	0	0	929080
cat	HiC_scaffold_34	1912421	1962420	NA	0	0	0	916580
cat	HiC_scaffold_34	1962421	2012420	0.0	352	0	38736	928880
cat	HiC_scaffold_34	2012421	2062420	NA	0	0	0	949860
cat	HiC_scaffold_34	2062421	2112420	NA	0	0	0	935120
cat	HiC_scaffold_34	2112421	2162420	NA	0	0	0	913260
cat	HiC_scaffold_34	2162421	2212420	NA	0	0	0	915840
cat	HiC_scaffold_34	2212421	2262420	NA	0	0	0	912100
cat	HiC_scaffold_34	2262421	2312420	0.0028672856362643	285	42	14648	929552
cat	HiC_scaffold_34	2312421	2362420	0.0004187150101577	988	54	128966	913220
cat	HiC_scaffold_34	2362421	2412420	0.002887246852764	486	211	73080	915204
cat	HiC_scaffold_34	2412421	2462420	0.0018283238088734	2232	589	322153	879122
cat	HiC_scaffold_34	2462421	2512420	0.0012563941487929	322	56	44572	921240
cat	HiC_scaffold_34	2512421	2562420	NA	0	0	0	901580
cat	HiC_scaffold_34	2562421	2612420	0.0011211136395486	1083	168	149851	894234
