pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
swe	HiC_scaffold_5	13620	63619	0.0022364389011343	527	208	93005	940274
swe	HiC_scaffold_5	63620	113619	0.0176699811878527	163	263	14884	952432
swe	HiC_scaffold_5	113620	163619	0.0034671359770684	512	329	94891	959310
swe	HiC_scaffold_5	163620	213619	NA	0	0	0	961060
swe	HiC_scaffold_5	213620	263619	0.0	38	0	3311	949750
swe	HiC_scaffold_5	263620	313619	NA	0	0	0	976140
swe	HiC_scaffold_5	313620	363619	NA	0	0	0	968060
swe	HiC_scaffold_5	363620	413619	0.003951367781155	179	130	32900	959760
swe	HiC_scaffold_5	413620	463619	NA	0	0	0	953640
swe	HiC_scaffold_5	463620	513619	0.0041415515147444	1155	740	178677	934650
swe	HiC_scaffold_5	513620	563619	0.0041532611874817	198	142	34190	934948
swe	HiC_scaffold_5	563620	613619	0.0017752004497174	211	60	33799	934838
swe	HiC_scaffold_5	613620	663619	0.0023545670923655	225	92	39073	949842
swe	HiC_scaffold_5	663620	713619	0.0007588832176648	956	124	163398	939280
swe	HiC_scaffold_5	713620	763619	0.0037180278852091	931	572	153845	936770
swe	HiC_scaffold_5	763620	813619	0.0	177	0	31081	950798
swe	HiC_scaffold_5	813620	863619	0.0032825757671649	1446	778	237009	919714
swe	HiC_scaffold_5	863620	913619	0.0023358621074357	819	335	143416	949860
swe	HiC_scaffold_5	913620	963619	0.0024251921498395	436	195	80406	964972
swe	HiC_scaffold_5	963620	1013619	0.0006247944755014	162	19	30410	938160
swe	HiC_scaffold_5	1013620	1063619	0.0011730052394234	223	45	38363	959522
swe	HiC_scaffold_5	1063620	1113619	0.0087896440129449	451	679	77250	898588
swe	HiC_scaffold_5	1113620	1163619	0.0028539446417998	1203	617	216192	903156
swe	HiC_scaffold_5	1163620	1213619	0.0015131557461817	1023	278	183722	907144
swe	HiC_scaffold_5	1213620	1263619	0.0036765212122881	788	534	145246	917704
swe	HiC_scaffold_5	1263620	1313619	NA	0	0	0	950520
swe	HiC_scaffold_5	1313620	1363619	NA	0	0	0	934800
swe	HiC_scaffold_5	1363620	1413619	NA	0	0	0	926800
swe	HiC_scaffold_5	1413620	1463619	0.0	58	0	10238	939964
swe	HiC_scaffold_5	1463620	1513619	0.0	39	0	6707	932278
swe	HiC_scaffold_5	1513620	1563619	NA	0	0	0	924520
swe	HiC_scaffold_5	1563620	1613619	NA	0	0	0	934620
swe	HiC_scaffold_5	1613620	1663619	NA	0	0	0	923200
swe	HiC_scaffold_5	1663620	1713619	NA	0	0	0	927560
swe	HiC_scaffold_5	1713620	1763619	NA	0	0	0	929660
swe	HiC_scaffold_5	1763620	1813619	NA	0	0	0	923040
swe	HiC_scaffold_5	1813620	1863619	0.0022280982481624	1470	589	264351	914766
swe	HiC_scaffold_5	1863620	1913619	0.0054220858467868	832	622	114716	918992
swe	HiC_scaffold_5	1913620	1963619	0.0031257959202574	1215	675	215945	919550
swe	HiC_scaffold_5	1963620	2013619	NA	0	0	0	911900
swe	HiC_scaffold_5	2013620	2063619	0.0074217172544011	539	680	91623	917758
swe	HiC_scaffold_5	2063620	2113619	NA	0	0	0	935200
swe	HiC_scaffold_5	2113620	2163619	0.0053326697122135	306	300	56257	943162
swe	HiC_scaffold_5	2163620	2213619	NA	0	0	0	924800
swe	HiC_scaffold_5	2213620	2263619	NA	0	0	0	936620
swe	HiC_scaffold_5	2263620	2313619	NA	0	0	0	917480
swe	HiC_scaffold_5	2313620	2363619	NA	0	0	0	935160
swe	HiC_scaffold_5	2363620	2413619	0.0075545607162842	45	27	3574	935300
swe	HiC_scaffold_5	2413620	2463619	0.0	80	0	129	950682
swe	HiC_scaffold_5	2463620	2513619	0.006152352922759	351	393	63878	919492
swe	HiC_scaffold_5	2513620	2563619	0.0054840921004879	135	136	24799	921726
swe	HiC_scaffold_5	2563620	2613619	0.0045784162446844	765	632	138039	931798
swe	HiC_scaffold_5	2613620	2663619	0.0054263134461264	426	390	71872	911200
swe	HiC_scaffold_5	2663620	2713619	0.0018115030443315	111	36	19873	925066
swe	HiC_scaffold_5	2713620	2763619	0.0058734915623647	683	733	124798	918852
swe	HiC_scaffold_5	2763620	2813619	0.0040006465691424	141	99	24746	929392
swe	HiC_scaffold_5	2813620	2863619	0.0042013382040205	733	567	134957	915234
swe	HiC_scaffold_5	2863620	2913619	0.0027585071124194	289	134	48577	911526
swe	HiC_scaffold_5	2913620	2963619	NA	0	0	0	920820
swe	HiC_scaffold_5	2963620	3013619	NA	0	0	0	926360
swe	HiC_scaffold_5	3013620	3063619	0.0038315535530563	154	108	28187	920078
swe	HiC_scaffold_5	3063620	3113619	NA	0	0	0	909780
swe	HiC_scaffold_5	3113620	3163619	NA	0	0	0	940200
swe	HiC_scaffold_5	3163620	3213619	0.0007154886787675	501	65	90847	945418
swe	HiC_scaffold_5	3213620	3263619	0.0056990134811146	566	580	101772	927852
swe	HiC_scaffold_5	3263620	3313619	0.0044985941893158	638	504	112035	927146
swe	HiC_scaffold_5	3313620	3363619	0.0029159224429189	508	271	92938	922876
swe	HiC_scaffold_5	3363620	3413619	NA	0	0	0	916360
swe	HiC_scaffold_5	3413620	3463619	0.0023873185637891	176	75	31416	916652
swe	HiC_scaffold_5	3463620	3513619	NA	0	0	0	919040
swe	HiC_scaffold_5	3513620	3563619	0.0040332309276029	1347	1003	248684	901136
swe	HiC_scaffold_5	3563620	3613619	0.0069568192510014	386	488	70147	893786
swe	HiC_scaffold_5	3613620	3663619	0.0035776655496294	570	379	105935	927270
swe	HiC_scaffold_5	3663620	3713619	NA	0	0	0	905520
swe	HiC_scaffold_5	3713620	3763619	0.0053697100696956	647	631	117511	923414
swe	HiC_scaffold_5	3763620	3813619	0.0	54	0	10112	918508
swe	HiC_scaffold_5	3813620	3863619	0.0025739505424162	407	191	74205	933430
swe	HiC_scaffold_5	3863620	3913619	NA	0	0	0	933340
swe	HiC_scaffold_5	3913620	3963619	NA	0	0	0	921340
swe	HiC_scaffold_5	3963620	4013619	NA	0	0	0	920860
swe	HiC_scaffold_5	4013620	4063619	0.0	6	0	1140	921760
swe	HiC_scaffold_5	4063620	4113619	0.0033304445606319	801	465	139621	911750
swe	HiC_scaffold_5	4113620	4163619	0.0020483778654697	351	136	66394	931716
swe	HiC_scaffold_5	4163620	4213619	0.0020749166276536	934	359	173019	907102
swe	HiC_scaffold_5	4213620	4263619	0.0061281578036682	757	850	138704	909864
swe	HiC_scaffold_5	4263620	4313619	NA	0	0	0	928960
swe	HiC_scaffold_5	4313620	4363619	NA	0	0	0	913080
swe	HiC_scaffold_5	4363620	4413619	NA	0	0	0	919260
swe	HiC_scaffold_5	4413620	4463619	NA	0	0	0	928600
swe	HiC_scaffold_5	4463620	4513619	0.0050251256281407	108	102	20298	911712
swe	HiC_scaffold_5	4513620	4563619	0.0066069155993609	225	244	36931	929266
swe	HiC_scaffold_5	4563620	4613619	NA	0	0	0	920920
swe	HiC_scaffold_5	4613620	4663619	NA	0	0	0	931980
swe	HiC_scaffold_5	4663620	4713619	0.0012575941454042	1500	343	272743	891830
swe	HiC_scaffold_5	4713620	4763619	0.0056190171766962	327	334	59441	907286
swe	HiC_scaffold_5	4763620	4813619	0.0122846624768645	305	604	49167	909178
swe	HiC_scaffold_5	4813620	4863619	0.0065974767545044	718	855	129595	909190
swe	HiC_scaffold_5	4863620	4913619	0.0148068419827786	207	509	34376	889640
swe	HiC_scaffold_5	4913620	4963619	0.0120596878220051	148	316	26203	918486
swe	HiC_scaffold_5	4963620	5013619	NA	0	0	0	935120
swe	HiC_scaffold_5	5013620	5063619	NA	0	0	0	933460
swe	HiC_scaffold_5	5063620	5113619	NA	0	0	0	921820
swe	HiC_scaffold_5	5113620	5163619	NA	0	0	0	931960
swe	HiC_scaffold_5	5163620	5213619	0.004314578363968	168	123	28508	923300
swe	HiC_scaffold_5	5213620	5263619	NA	0	0	0	924940
swe	HiC_scaffold_5	5263620	5313619	NA	0	0	0	925440
swe	HiC_scaffold_5	5313620	5363619	0.0049223357074726	806	707	143631	911482
swe	HiC_scaffold_5	5363620	5413619	0.0039106983642157	630	443	113279	923374
swe	HiC_scaffold_5	5413620	5463619	0.0012970635921455	149	36	27755	926330
swe	HiC_scaffold_5	5463620	5513619	NA	0	0	0	918700
swe	HiC_scaffold_5	5513620	5563619	0.003807938222844	1217	860	225844	910412
swe	HiC_scaffold_5	5563620	5613619	NA	0	0	0	909840
swe	HiC_scaffold_5	5613620	5663619	0.0059087590253927	2055	2185	369790	900512
swe	HiC_scaffold_5	5663620	5713619	0.0042283941228363	188	139	32873	916358
swe	HiC_scaffold_5	5713620	5763619	0.0050459222131001	1223	1051	208287	899878
swe	HiC_scaffold_5	5763620	5813619	NA	0	0	0	921300
swe	HiC_scaffold_5	5813620	5863619	0.0051154406586738	1338	1155	225787	906638
swe	HiC_scaffold_5	5863620	5913619	0.0060415833928536	850	922	152609	906830
swe	HiC_scaffold_5	5913620	5963619	0.0008886699929334	502	83	93398	924188
swe	HiC_scaffold_5	5963620	6013619	0.0066677125823658	704	850	127480	914644
swe	HiC_scaffold_5	6013620	6063619	NA	0	0	0	920100
swe	HiC_scaffold_5	6063620	6113619	NA	0	0	0	913360
swe	HiC_scaffold_5	6113620	6163619	NA	0	0	0	915080
swe	HiC_scaffold_5	6163620	6213619	0.0065121385264103	439	522	80158	926136
swe	HiC_scaffold_5	6213620	6263619	NA	0	0	0	922620
swe	HiC_scaffold_5	6263620	6313619	NA	0	0	0	934160
swe	HiC_scaffold_5	6313620	6363619	NA	0	0	0	933220
swe	HiC_scaffold_5	6363620	6413619	NA	0	0	0	937400
swe	HiC_scaffold_5	6413620	6463619	0.002046426019883	469	169	82583	919858
swe	HiC_scaffold_5	6463620	6513619	0.0	113	0	20249	914226
swe	HiC_scaffold_5	6513620	6563619	NA	0	0	0	930960
swe	HiC_scaffold_5	6563620	6613619	NA	0	0	0	922140
swe	HiC_scaffold_5	6613620	6663619	NA	0	0	0	935100
swe	HiC_scaffold_5	6663620	6713619	NA	0	0	0	917040
swe	HiC_scaffold_5	6713620	6763619	0.0	107	0	19886	926984
swe	HiC_scaffold_5	6763620	6813619	0.0029848271287621	74	36	12061	922910
swe	HiC_scaffold_5	6813620	6863619	NA	0	0	0	911000
swe	HiC_scaffold_5	6863620	6913619	NA	0	0	0	926120
swe	HiC_scaffold_5	6913620	6963619	NA	0	0	0	916360
swe	HiC_scaffold_5	6963620	7013619	0.029430789133247	19	91	3092	918648
swe	HiC_scaffold_5	7013620	7063619	0.0027921156690512	402	185	66258	910168
swe	HiC_scaffold_5	7063620	7113619	0.0049790596404752	694	598	120103	913570
swe	HiC_scaffold_5	7113620	7163619	NA	0	0	0	907820
swe	HiC_scaffold_5	7163620	7213619	0.004822742104972	504	436	90405	909534
swe	HiC_scaffold_5	7213620	7263619	NA	0	0	0	911060
swe	HiC_scaffold_5	7263620	7313619	0.0062327761609189	216	242	38827	916062
swe	HiC_scaffold_5	7313620	7363619	0.0032833102264091	980	566	172387	907054
swe	HiC_scaffold_5	7363620	7413619	NA	0	0	0	952120
swe	HiC_scaffold_5	7413620	7463619	NA	0	0	0	918880
swe	HiC_scaffold_5	7463620	7513619	0.0	211	0	39683	932842
swe	HiC_scaffold_5	7513620	7563619	0.0036538675393585	382	230	62947	917902
swe	HiC_scaffold_5	7563620	7613619	0.0125578321216126	329	760	60520	900828
swe	HiC_scaffold_5	7613620	7663619	NA	0	0	0	913020
swe	HiC_scaffold_5	7663620	7713619	NA	0	0	0	912040
swe	HiC_scaffold_5	7713620	7763619	NA	0	0	0	911040
swe	HiC_scaffold_5	7763620	7813619	NA	0	0	0	923780
swe	HiC_scaffold_5	7813620	7863619	0.0064543766957018	587	678	105045	919234
swe	HiC_scaffold_5	7863620	7913619	NA	0	0	0	914700
swe	HiC_scaffold_5	7913620	7963619	0.0034548524262131	354	221	63968	906064
swe	HiC_scaffold_5	7963620	8013619	0.0002739776068969	298	15	54749	936702
swe	HiC_scaffold_5	8013620	8063619	0.0028988315249791	739	389	134192	948320
swe	HiC_scaffold_5	8063620	8113619	0.0001459584115832	569	15	102769	929046
swe	HiC_scaffold_5	8113620	8163619	0.0052748111487366	193	162	30712	936300
swe	HiC_scaffold_5	8163620	8213619	0.0027683789603199	81	36	13004	969952
swe	HiC_scaffold_5	8213620	8263619	0.0021437578814627	49	17	7930	922660
swe	HiC_scaffold_5	8263620	8313619	NA	0	0	0	935680
swe	HiC_scaffold_5	8313620	8363619	0.0077256144514435	457	612	79217	908946
swe	HiC_scaffold_5	8363620	8413619	0.0017203356484658	678	188	109281	947666
swe	HiC_scaffold_5	8413620	8463619	NA	0	0	0	942940
swe	HiC_scaffold_5	8463620	8513619	NA	0	0	0	918980
swe	HiC_scaffold_5	8513620	8563619	0.0058860659618115	360	373	63370	921936
swe	HiC_scaffold_5	8563620	8613619	NA	0	0	0	913240
swe	HiC_scaffold_5	8613620	8663619	0.0053459207918008	1567	1521	284516	879284
swe	HiC_scaffold_5	8663620	8713619	0.0019873399087295	446	162	81516	924456
swe	HiC_scaffold_5	8713620	8763619	NA	0	0	0	928020
swe	HiC_scaffold_5	8763620	8813619	0.0020180722891566	919	335	166000	931876
swe	HiC_scaffold_5	8813620	8863619	NA	0	0	0	920080
swe	HiC_scaffold_5	8863620	8913619	NA	0	0	0	953840
swe	HiC_scaffold_5	8913620	8963619	NA	0	0	0	935600
swe	HiC_scaffold_5	8963620	9013619	0.0032296447390787	33	19	5883	947342
swe	HiC_scaffold_5	9013620	9063619	0.0089924381769875	305	176	19572	972716
swe	HiC_scaffold_5	9063620	9113619	NA	0	0	0	923220
swe	HiC_scaffold_5	9113620	9163619	0.0014262533094201	627	167	117090	915352
swe	HiC_scaffold_5	9163620	9213619	0.0	43	0	1094	915904
swe	HiC_scaffold_5	9213620	9263619	0.0089051859612362	33	51	5727	909610
swe	HiC_scaffold_5	9263620	9313619	0.0070147001285562	193	251	35782	920128
swe	HiC_scaffold_5	9313620	9363619	0.0310128238680973	286	948	30568	912260
swe	HiC_scaffold_5	9363620	9413619	NA	0	0	0	931040
swe	HiC_scaffold_5	9413620	9463619	0.0	16	0	2822	933712
swe	HiC_scaffold_5	9463620	9513619	0.0	20	0	2977	918486
swe	HiC_scaffold_5	9513620	9563619	NA	0	0	0	957540
swe	HiC_scaffold_5	9563620	9613619	NA	0	0	0	924900
swe	HiC_scaffold_5	9613620	9663619	NA	0	0	0	927880
swe	HiC_scaffold_5	9663620	9713619	NA	0	0	0	963140
swe	HiC_scaffold_5	9713620	9763619	0.0037137176101753	571	353	95053	931994
swe	HiC_scaffold_5	9763620	9813619	0.0042479243097122	534	396	93222	928300
swe	HiC_scaffold_5	9813620	9863619	0.0050076505772708	664	612	122213	922514
swe	HiC_scaffold_5	9863620	9913619	0.0076773872510688	534	756	98471	934390
swe	HiC_scaffold_5	9913620	9963619	0.0022582352741206	1116	465	205913	914294
swe	HiC_scaffold_5	9963620	10013619	0.0025036151339218	266	116	46333	926170
swe	HiC_scaffold_5	10013620	10063619	0.0023658239826956	171	70	29588	928360
swe	HiC_scaffold_5	10063620	10113619	0.0031861501156036	189	113	35466	937104
