pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
swe	HiC_scaffold_6	19263	69262	0.0040854568630228	1338	375	91789	921558
swe	HiC_scaffold_6	69263	119262	0.0002587163903889	1182	55	212588	935184
swe	HiC_scaffold_6	119263	169262	0.0022426733380986	664	251	111920	946792
swe	HiC_scaffold_6	169263	219262	0.0004052593659942	632	36	88832	966120
swe	HiC_scaffold_6	219263	269262	0.0	172	0	31142	970764
swe	HiC_scaffold_6	269263	319262	NA	0	0	0	965620
swe	HiC_scaffold_6	319263	369262	0.0035616368155379	532	278	78054	966852
swe	HiC_scaffold_6	369263	419262	0.0003471217818918	589	30	86425	963222
swe	HiC_scaffold_6	419263	469262	NA	0	0	0	982980
swe	HiC_scaffold_6	469263	519262	8.027387557549286e-05	1170	17	211775	945878
swe	HiC_scaffold_6	519263	569262	0.0023948112423083	511	216	90195	940034
swe	HiC_scaffold_6	569263	619262	0.0	361	0	63216	932492
swe	HiC_scaffold_6	619263	669262	0.0006814401299794	1872	229	336053	906630
swe	HiC_scaffold_6	669263	719262	0.0007345807345807	499	53	72150	943124
swe	HiC_scaffold_6	719263	769262	0.0027250840013757	630	309	113391	925226
swe	HiC_scaffold_6	769263	819262	0.0029998920902125	294	139	46335	929682
swe	HiC_scaffold_6	819263	869262	0.004751722499406	160	120	25254	981684
swe	HiC_scaffold_6	869263	919262	0.0061339312153644	197	145	23639	951234
swe	HiC_scaffold_6	919263	969262	0.0031841339155749	583	280	87936	911152
swe	HiC_scaffold_6	969263	1019262	NA	0	0	0	950240
swe	HiC_scaffold_6	1019263	1069262	0.0029280842205033	668	346	118166	939180
swe	HiC_scaffold_6	1069263	1119262	0.0097615211389697	1221	2072	212262	924112
swe	HiC_scaffold_6	1119263	1169262	0.0044136024035521	1253	996	225666	912848
swe	HiC_scaffold_6	1169263	1219262	0.0006045718358619	843	95	157136	941004
swe	HiC_scaffold_6	1219263	1269262	0.0025323693991749	813	372	146898	934816
swe	HiC_scaffold_6	1269263	1319262	NA	0	0	0	935600
swe	HiC_scaffold_6	1319263	1369262	0.0050240016517265	355	292	58121	928510
swe	HiC_scaffold_6	1369263	1419262	0.0	116	0	20210	953600
