pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
swe	HiC_scaffold_1	20947	70946	0.0014297091043624	1012	228	159473	946322
swe	HiC_scaffold_1	70947	120946	0.0048253115074517	309	237	49116	965372
swe	HiC_scaffold_1	120947	170946	0.0022232024702249	370	126	56675	952294
swe	HiC_scaffold_1	170947	220946	NA	0	0	0	962800
swe	HiC_scaffold_1	220947	270946	0.0008210992837639	637	83	101084	977176
swe	HiC_scaffold_1	270947	320946	0.0046029594487744	625	489	106236	947200
swe	HiC_scaffold_1	320947	370946	NA	0	0	0	981120
swe	HiC_scaffold_1	370947	420946	NA	0	0	0	978660
swe	HiC_scaffold_1	420947	470946	0.0005907979084649	1064	107	181111	947694
swe	HiC_scaffold_1	470947	520946	0.0006231487626045	678	77	123566	941784
swe	HiC_scaffold_1	520947	570946	0.0026483802317332	124	56	21145	957854
swe	HiC_scaffold_1	570947	620946	0.001805775284849	356	113	62577	961798
swe	HiC_scaffold_1	620947	670946	0.0028616510076741	786	399	139430	945308
swe	HiC_scaffold_1	670947	720946	0.0	8	0	1520	991200
swe	HiC_scaffold_1	720947	770946	0.0008101233007663	666	100	123438	951380
swe	HiC_scaffold_1	770947	820946	0.0087742069466798	119	169	19261	977506
swe	HiC_scaffold_1	820947	870946	0.0005379576595677	255	17	31601	979670
swe	HiC_scaffold_1	870947	920946	0.0020112435785596	542	166	82536	948880
swe	HiC_scaffold_1	920947	970946	0.0001008813847297	1029	19	188340	959116
swe	HiC_scaffold_1	970947	1020946	0.0003651669197209	567	38	104062	954280
swe	HiC_scaffold_1	1020947	1070946	NA	0	0	0	994480
swe	HiC_scaffold_1	1070947	1120946	0.0	174	0	31839	963826
swe	HiC_scaffold_1	1120947	1170946	NA	0	0	0	964840
swe	HiC_scaffold_1	1170947	1220946	NA	0	0	0	966320
swe	HiC_scaffold_1	1220947	1270946	0.0	682	0	122532	962564
swe	HiC_scaffold_1	1270947	1320946	0.000805714036845	527	74	91844	948052
swe	HiC_scaffold_1	1320947	1370946	0.0004594156610393	1776	146	317795	938462
swe	HiC_scaffold_1	1370947	1420946	0.0	576	0	106677	962410
swe	HiC_scaffold_1	1420947	1470946	0.0	263	0	47750	983160
swe	HiC_scaffold_1	1470947	1520946	NA	0	0	0	964660
swe	HiC_scaffold_1	1520947	1570946	0.0003967729136357	221	15	37805	967834
swe	HiC_scaffold_1	1570947	1620946	0.0	108	0	20113	943282
swe	HiC_scaffold_1	1620947	1670946	0.0010764489847608	270	51	47378	947192
swe	HiC_scaffold_1	1670947	1720946	NA	0	0	0	955020
swe	HiC_scaffold_1	1720947	1770946	0.0	580	0	104521	945050
swe	HiC_scaffold_1	1770947	1820946	0.0	73	0	13537	951158
swe	HiC_scaffold_1	1820947	1870946	NA	0	0	0	950520
swe	HiC_scaffold_1	1870947	1920946	0.0	167	0	30324	960396
swe	HiC_scaffold_1	1920947	1970946	NA	0	0	0	939800
swe	HiC_scaffold_1	1970947	2020946	NA	0	0	0	938000
swe	HiC_scaffold_1	2020947	2070946	0.0	539	0	97538	931724
swe	HiC_scaffold_1	2070947	2120946	0.0	500	0	84929	943794
swe	HiC_scaffold_1	2120947	2170946	0.0013167498100118	716	175	132903	918930
swe	HiC_scaffold_1	2170947	2220946	0.0006918922804589	622	77	111289	944762
swe	HiC_scaffold_1	2220947	2270946	0.0152871806071194	99	70	4579	971534
swe	HiC_scaffold_1	2270947	2320946	NA	0	0	0	945760
swe	HiC_scaffold_1	2320947	2370946	NA	0	0	0	944500
swe	HiC_scaffold_1	2370947	2420946	0.0011559121506765	103	17	14707	949610
swe	HiC_scaffold_1	2420947	2470946	0.0019053030936105	648	228	119666	937428
swe	HiC_scaffold_1	2470947	2520946	0.0017835909631391	145	45	25230	952668
swe	HiC_scaffold_1	2520947	2570946	0.0	37	0	7030	925280
swe	HiC_scaffold_1	2570947	2620946	0.0	140	0	23211	953322
swe	HiC_scaffold_1	2620947	2670946	NA	0	0	0	942080
swe	HiC_scaffold_1	2670947	2720946	NA	0	0	0	938380
swe	HiC_scaffold_1	2720947	2770946	NA	0	0	0	947880
swe	HiC_scaffold_1	2770947	2820946	NA	0	0	0	950820
swe	HiC_scaffold_1	2820947	2870946	0.003201809362908	546	235	73396	936444
swe	HiC_scaffold_1	2870947	2920946	0.0	71	0	13120	938260
swe	HiC_scaffold_1	2920947	2970946	6.115932325599362e-05	1781	19	310664	924676
swe	HiC_scaffold_1	2970947	3020946	NA	0	0	0	946460
swe	HiC_scaffold_1	3020947	3070946	0.0040764226303219	142	99	24286	930268
swe	HiC_scaffold_1	3070947	3120946	0.0009196811771919	221	36	39144	946396
swe	HiC_scaffold_1	3120947	3170946	0.0021277937143397	347	135	63446	934116
swe	HiC_scaffold_1	3170947	3220946	0.0004519914210255	617	51	112834	943840
