pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
cat	HiC_scaffold_50	175976	225975	0.0062680269474199	1421	1230	196234	915020
cat	HiC_scaffold_50	225976	275975	0.0141544784237882	582	1171	82730	961064
cat	HiC_scaffold_50	275976	325975	0.0275633542945362	685	2196	79671	928854
cat	HiC_scaffold_50	325976	375975	NA	0	0	0	929880
cat	HiC_scaffold_50	375976	425975	NA	0	0	0	930180
cat	HiC_scaffold_50	425976	475975	NA	0	0	0	916820
cat	HiC_scaffold_50	475976	525975	0.0166666666666666	69	125	7500	923000
cat	HiC_scaffold_50	525976	575975	0.0184076691120212	220	409	22219	933314
cat	HiC_scaffold_50	575976	625975	0.0101496093660503	680	443	43647	934826
cat	HiC_scaffold_50	625976	675975	0.0129604293832877	1653	2463	190040	907192
cat	HiC_scaffold_50	675976	725975	0.0100600035645681	362	508	50497	903434
cat	HiC_scaffold_50	725976	775975	0.0103025035507599	360	486	47173	908186
cat	HiC_scaffold_50	775976	825975	0.0137338631230112	462	833	60653	905286
cat	HiC_scaffold_50	825976	875975	0.0059229736649091	555	428	72261	901030
cat	HiC_scaffold_50	875976	925975	0.008035729682192	418	466	57991	903450
cat	HiC_scaffold_50	925976	975975	0.0134112769375362	1125	2012	150023	896770
cat	HiC_scaffold_50	975976	1025975	NA	0	0	0	913420
cat	HiC_scaffold_50	1025976	1075975	0.0028029322984044	125	39	13914	908680
cat	HiC_scaffold_50	1075976	1125975	0.0076435626870495	532	544	71171	895862
cat	HiC_scaffold_50	1125976	1175975	0.005276355657716	145	101	19142	901996
cat	HiC_scaffold_50	1175976	1225975	0.003594801364181	863	468	130188	882316
cat	HiC_scaffold_50	1225976	1275975	0.0096547733260237	1013	1268	131334	890984
cat	HiC_scaffold_50	1275976	1325975	0.0082786560394557	168	188	22709	908822
cat	HiC_scaffold_50	1325976	1375975	0.0058109280138768	463	402	69180	930328
cat	HiC_scaffold_50	1375976	1425975	0.0116025386751289	1151	1638	141176	911928
cat	HiC_scaffold_50	1425976	1475975	0.0047806135760217	860	623	130318	903740
cat	HiC_scaffold_50	1475976	1525975	NA	0	0	0	914340
cat	HiC_scaffold_50	1525976	1575975	0.0245492512987674	219	723	29451	898342
cat	HiC_scaffold_50	1575976	1625975	0.0148862749049142	279	591	39701	913410
cat	HiC_scaffold_50	1625976	1675975	0.0165847621127734	1060	2278	137355	887466
cat	HiC_scaffold_50	1675976	1725975	0.0069666653165377	320	344	49378	927060
cat	HiC_scaffold_50	1725976	1775975	0.0058968425766962	682	632	107176	933076
cat	HiC_scaffold_50	1775976	1825975	NA	0	0	0	928240
cat	HiC_scaffold_50	1825976	1875975	0.0073916403026636	1967	2028	274364	889384
cat	HiC_scaffold_50	1875976	1925975	0.0025139386698526	304	101	40176	938160
cat	HiC_scaffold_50	1925976	1975975	0.0070990584873681	696	800	112691	935174
cat	HiC_scaffold_50	1975976	2025975	NA	0	0	0	919160
cat	HiC_scaffold_50	2025976	2075975	0.0012659460512221	75	13	10269	892294
